,likes,Checkins,Returns,Category,commBase,comm24,comm48,diff2448,baseTime,length,shares,hrs,sun_pub,mon_pub,tue_pub,wed_pub,thu_pub,fri_pub,sat_pub,sun_base,mon_base,tue_base,wed_base,thu_base,fri_base,sat_base,output,baseTime_l
16020,590707,0,25344.0,79.0,13.0,13,0.0,13,"(7.0, 14.0]",80,99.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(7.0, 14.0]"
39756,3002207,0,47567.0,3.0,0.0,0,0.0,0,"(-1.0, 7.0]",89,3.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,14,"(-1.0, 7.0]"
13271,25247,393,6182.0,24.0,0.0,0,0.0,0,"(-1.0, 7.0]",121,30.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,23,"(-1.0, 7.0]"
19955,513160,0,73487.0,42.0,651.0,44,138.0,-94,"(57.0, 65.0]",928,1905.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,6,"(57.0, 65.0]"
25971,1943823,0,83157.0,9.0,247.0,247,0.0,247,"(7.0, 14.0]",145,844.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,48,"(7.0, 14.0]"
19764,1457476,0,3961.0,10.0,0.0,0,0.0,0,"(-1.0, 7.0]",52,4.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,12,"(-1.0, 7.0]"
14211,25723,0,3586.0,2.0,36.0,36,0.0,36,"(21.0, 28.0]",57,12.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,3,"(21.0, 28.0]"
7347,441897,0,16175.0,18.0,19.0,1,4.0,-3,"(49.0, 57.0]",212,21.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(49.0, 57.0]"
37205,78923,0,25345.0,24.0,47.0,6,41.0,-35,"(35.0, 42.0]",132,4.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(35.0, 42.0]"
16942,6109,257,1.0,13.0,0.0,0,0.0,0,"(14.0, 21.0]",118,2.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(14.0, 21.0]"
18247,10135,0,1025.0,24.0,7.0,2,5.0,-3,"(35.0, 42.0]",26,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(35.0, 42.0]"
35062,1169957,0,39275.0,18.0,657.0,230,427.0,-197,"(28.0, 35.0]",213,173.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,23,"(28.0, 35.0]"
15959,7564986,0,123241.0,12.0,2.0,0,2.0,-2,"(35.0, 42.0]",61,13.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
11384,3608,0,420.0,18.0,0.0,0,0.0,0,"(57.0, 65.0]",9,19.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(57.0, 65.0]"
39642,1947129,7,242852.0,18.0,66.0,66,0.0,66,"(14.0, 21.0]",128,330.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,9,"(14.0, 21.0]"
35561,23253,0,4595.0,8.0,7.0,7,0.0,7,"(14.0, 21.0]",168,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(14.0, 21.0]"
355,1552629,0,64641.0,9.0,152.0,2,10.0,-8,"(65.0, 72.0]",51,228.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(65.0, 72.0]"
38082,83215,393,12259.0,18.0,8.0,1,7.0,-6,"(35.0, 42.0]",97,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(35.0, 42.0]"
32200,98168,0,1843.0,36.0,13.0,13,0.0,13,"(-1.0, 7.0]",61,123.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,12,"(-1.0, 7.0]"
34973,1501889,0,33752.0,14.0,4.0,1,3.0,-2,"(21.0, 28.0]",175,17.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(21.0, 28.0]"
40848,309914,13,5432.0,26.0,22.0,0,1.0,-1,"(65.0, 72.0]",78,149.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(65.0, 72.0]"
26703,879585,11,49540.0,9.0,11.0,1,10.0,-9,"(42.0, 49.0]",53,53.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(42.0, 49.0]"
5782,115804,0,22.0,46.0,7.0,7,0.0,7,"(21.0, 28.0]",10,90.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,0,"(21.0, 28.0]"
20288,25281,280,65.0,39.0,11.0,1,10.0,-9,"(42.0, 49.0]",509,12.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(42.0, 49.0]"
39983,2156275,114,47233.0,9.0,3.0,3,0.0,3,"(7.0, 14.0]",188,5.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,3,"(7.0, 14.0]"
6224,996915,0,86122.0,24.0,376.0,376,0.0,376,"(7.0, 14.0]",33,14.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,103,"(7.0, 14.0]"
5761,115804,0,22.0,46.0,17.0,0,0.0,0,"(57.0, 65.0]",5,93.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(57.0, 65.0]"
37488,300536,272,28053.0,24.0,2.0,0,2.0,-2,"(42.0, 49.0]",153,5.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(42.0, 49.0]"
39654,1947129,7,242852.0,18.0,175.0,45,130.0,-85,"(35.0, 42.0]",207,1188.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,9,"(35.0, 42.0]"
1576,1977515,27412,92370.0,9.0,753.0,1,19.0,-18,"(57.0, 65.0]",167,160.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(57.0, 65.0]"
11503,623667,0,2666.0,26.0,0.0,0,0.0,0,"(-1.0, 7.0]",105,11.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,0,"(-1.0, 7.0]"
11744,375226,0,35531.0,24.0,201.0,201,0.0,201,"(7.0, 14.0]",9,79.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,49,"(7.0, 14.0]"
17340,683375,21076,16319.0,31.0,5.0,5,0.0,5,"(14.0, 21.0]",129,22.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,2,"(14.0, 21.0]"
1553,1977515,27412,92370.0,9.0,746.0,11,432.0,-421,"(49.0, 57.0]",164,2410.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(49.0, 57.0]"
12967,33326385,157,27408.0,47.0,147.0,6,11.0,-5,"(57.0, 65.0]",123,73.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,4,"(57.0, 65.0]"
10321,94905,0,5573.0,18.0,4.0,0,1.0,-1,"(49.0, 57.0]",110,2.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(49.0, 57.0]"
19386,4716837,0,490422.0,5.0,64.0,8,56.0,-48,"(35.0, 42.0]",112,566.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,1,"(35.0, 42.0]"
24917,1045111,0,34768.0,16.0,1.0,0,0.0,0,"(49.0, 57.0]",72,11.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(49.0, 57.0]"
14931,212881,49,25.0,16.0,10.0,6,4.0,2,"(35.0, 42.0]",14,4.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(35.0, 42.0]"
39376,3337470,27805,11736.0,40.0,230.0,1,30.0,-29,"(57.0, 65.0]",51,4.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(57.0, 65.0]"
23070,8580,0,589.0,44.0,0.0,0,0.0,0,"(28.0, 35.0]",143,13.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(28.0, 35.0]"
14561,55520,0,13.0,26.0,1.0,1,0.0,1,"(-1.0, 7.0]",14,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,3,"(-1.0, 7.0]"
16239,3150,0,5.0,80.0,9.0,0,1.0,-1,"(57.0, 65.0]",822,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(57.0, 65.0]"
28831,1550209,0,4341.0,14.0,44.0,2,42.0,-40,"(42.0, 49.0]",101,407.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,2,"(42.0, 49.0]"
30132,1959278,0,12641.0,18.0,3.0,3,0.0,3,"(-1.0, 7.0]",37,4.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(-1.0, 7.0]"
299,798622,0,34668.0,5.0,0.0,0,0.0,0,"(21.0, 28.0]",46,34.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(21.0, 28.0]"
35378,22665,0,15605.0,92.0,43.0,12,31.0,-19,"(28.0, 35.0]",117,40.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,1,"(28.0, 35.0]"
11355,3608,0,420.0,18.0,2.0,0,2.0,-2,"(21.0, 28.0]",1911,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(21.0, 28.0]"
10909,11426,1,3330.0,8.0,5.0,0,1.0,-1,"(49.0, 57.0]",120,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(49.0, 57.0]"
16522,3316706,2842,9114.0,35.0,1.0,0,1.0,-1,"(21.0, 28.0]",78,25.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(21.0, 28.0]"
16059,590707,0,25344.0,79.0,59.0,4,25.0,-21,"(49.0, 57.0]",2,792.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,3,"(49.0, 57.0]"
14353,1576517,0,33793.0,14.0,24.0,24,0.0,24,"(14.0, 21.0]",113,46.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,10,"(14.0, 21.0]"
8132,165002,0,25302.0,36.0,63.0,48,15.0,33,"(21.0, 28.0]",199,412.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,1,"(21.0, 28.0]"
39931,2156275,114,47233.0,9.0,85.0,1,84.0,-83,"(42.0, 49.0]",77,50.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(42.0, 49.0]"
12167,358398,0,8153.0,18.0,39.0,3,36.0,-33,"(42.0, 49.0]",149,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,2,"(42.0, 49.0]"
26579,88853,0,3169.0,2.0,0.0,0,0.0,0,"(7.0, 14.0]",16,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(7.0, 14.0]"
7972,4072194,880,161174.0,9.0,36.0,9,27.0,-18,"(21.0, 28.0]",62,41.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,5,"(21.0, 28.0]"
23773,454393,0,66403.0,96.0,3.0,3,0.0,3,"(14.0, 21.0]",33,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(14.0, 21.0]"
25680,1155,0,17.0,22.0,18.0,2,10.0,-8,"(49.0, 57.0]",152,11.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(49.0, 57.0]"
11268,101655,0,33.0,8.0,0.0,0,0.0,0,"(35.0, 42.0]",51,1.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(35.0, 42.0]"
40003,2156275,114,47233.0,9.0,43.0,1,3.0,-2,"(57.0, 65.0]",77,81.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(57.0, 65.0]"
24684,68306,0,3811.0,2.0,25.0,0,4.0,-4,"(57.0, 65.0]",15,3.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(57.0, 65.0]"
13907,63888,0,1564.0,24.0,5.0,4,1.0,3,"(21.0, 28.0]",25,16.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(21.0, 28.0]"
39339,3337470,27805,11736.0,40.0,3.0,0,0.0,0,"(57.0, 65.0]",232,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(57.0, 65.0]"
27269,1975842,35,140870.0,9.0,410.0,410,0.0,410,"(21.0, 28.0]",84,3269.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,18,"(21.0, 28.0]"
23676,313452,1,86759.0,8.0,105.0,56,49.0,7,"(28.0, 35.0]",11,44.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,2,"(28.0, 35.0]"
29790,865437,0,23219.0,24.0,24.0,6,18.0,-12,"(35.0, 42.0]",84,47.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
31752,2470711,36,271475.0,9.0,27.0,21,6.0,15,"(21.0, 28.0]",245,56.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(21.0, 28.0]"
4166,420838,148,606.0,39.0,14.0,7,7.0,0,"(21.0, 28.0]",94,11.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(21.0, 28.0]"
2409,579587,0,33116.0,18.0,58.0,4,18.0,-14,"(49.0, 57.0]",71,39.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(49.0, 57.0]"
9053,1203855,88,101567.0,9.0,189.0,189,0.0,189,"(7.0, 14.0]",49,397.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,32,"(7.0, 14.0]"
22216,57889,0,10836.0,18.0,20.0,20,0.0,20,"(7.0, 14.0]",39,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,5,"(7.0, 14.0]"
14218,25723,0,3586.0,2.0,10.0,0,2.0,-2,"(65.0, 72.0]",106,4.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0,"(65.0, 72.0]"
40096,11782829,1,11421.0,14.0,52.0,52,0.0,52,"(7.0, 14.0]",170,74.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,16,"(7.0, 14.0]"
17592,595191,99,1561.0,16.0,12.0,0,6.0,-6,"(49.0, 57.0]",342,59.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(49.0, 57.0]"
6111,142636,0,19782.0,9.0,13.0,1,1.0,0,"(57.0, 65.0]",58,2.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(57.0, 65.0]"
13403,3159268,0,155474.0,73.0,3.0,3,0.0,3,"(-1.0, 7.0]",174,258.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,1,"(-1.0, 7.0]"
26075,2736,491,277.0,54.0,7.0,7,0.0,7,"(28.0, 35.0]",585,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(28.0, 35.0]"
9667,1872,0,0.0,16.0,0.0,0,0.0,0,"(35.0, 42.0]",43,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(35.0, 42.0]"
16741,309999,28,43647.0,9.0,28.0,7,21.0,-14,"(35.0, 42.0]",95,14.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,1,"(35.0, 42.0]"
7154,895296,209,35681.0,16.0,147.0,5,35.0,-30,"(57.0, 65.0]",14,206.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,4,"(57.0, 65.0]"
9413,867486,0,21963.0,4.0,40.0,8,32.0,-24,"(35.0, 42.0]",98,54.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,2,"(35.0, 42.0]"
27964,3319,10,1.0,17.0,5.0,0,2.0,-2,"(49.0, 57.0]",126,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(49.0, 57.0]"
14157,25723,0,3586.0,2.0,51.0,2,24.0,-22,"(49.0, 57.0]",75,21.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(49.0, 57.0]"
21836,1490561,0,150433.0,38.0,55.0,14,41.0,-27,"(28.0, 35.0]",7,303.0,4,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(28.0, 35.0]"
20102,50563,10358,2348.0,32.0,11.0,2,5.0,-3,"(42.0, 49.0]",349,21.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(42.0, 49.0]"
2687,7634,1975,11.0,30.0,0.0,0,0.0,0,"(-1.0, 7.0]",256,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,0,"(-1.0, 7.0]"
8078,4072194,880,161174.0,9.0,93.0,0,15.0,-15,"(57.0, 65.0]",759,419.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,1,"(57.0, 65.0]"
38397,23055,0,67.0,36.0,11.0,0,2.0,-2,"(49.0, 57.0]",556,61.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(49.0, 57.0]"
4440,259412,0,991.0,18.0,4.0,0,1.0,-1,"(49.0, 57.0]",62,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(49.0, 57.0]"
30414,1128745,0,52663.0,9.0,25.0,2,23.0,-21,"(21.0, 28.0]",66,5.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(21.0, 28.0]"
14883,3432568,0,36997.0,9.0,2.0,0,2.0,-2,"(28.0, 35.0]",20,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,1,"(28.0, 35.0]"
38001,131134,0,53586.0,66.0,25.0,0,5.0,-5,"(57.0, 65.0]",48,474.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(57.0, 65.0]"
27296,1975842,35,140870.0,9.0,36.0,0,0.0,0,"(65.0, 72.0]",133,45.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(65.0, 72.0]"
23640,313452,1,86759.0,8.0,161.0,4,105.0,-101,"(49.0, 57.0]",55,826.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,2,"(49.0, 57.0]"
21291,321135,148,1651.0,16.0,54.0,23,31.0,-8,"(28.0, 35.0]",24,143.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,2,"(28.0, 35.0]"
8942,155266,1284,2454.0,60.0,1.0,0,1.0,-1,"(35.0, 42.0]",47,14.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(35.0, 42.0]"
40521,1426027,0,8025.0,1.0,1.0,0,1.0,-1,"(28.0, 35.0]",29,3.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(28.0, 35.0]"
22602,3032492,4584,114769.0,9.0,18.0,2,16.0,-14,"(35.0, 42.0]",13,35.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(35.0, 42.0]"
24520,421482,0,77336.0,18.0,172.0,172,0.0,172,"(-1.0, 7.0]",245,53.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,280,"(-1.0, 7.0]"
37226,30366,306,2.0,17.0,0.0,0,0.0,0,"(42.0, 49.0]",115,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(42.0, 49.0]"
5536,356059,0,27989.0,8.0,44.0,2,10.0,-8,"(49.0, 57.0]",31,14.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,1,"(49.0, 57.0]"
19208,16146,0,1994.0,36.0,2.0,0,2.0,-2,"(35.0, 42.0]",32,27.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(35.0, 42.0]"
26753,879585,11,49540.0,9.0,41.0,1,40.0,-39,"(35.0, 42.0]",31,30.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(35.0, 42.0]"
18444,642243,0,12330.0,24.0,10.0,0,10.0,-10,"(35.0, 42.0]",126,1.0,4,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,1,"(35.0, 42.0]"
36725,640987,0,84288.0,1.0,4.0,4,0.0,4,"(14.0, 21.0]",78,78.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,2,"(14.0, 21.0]"
36229,668834,4,42523.0,9.0,158.0,158,0.0,158,"(14.0, 21.0]",83,84.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,3,"(14.0, 21.0]"
66,634995,0,463.0,1.0,3.0,3,0.0,3,"(14.0, 21.0]",68,15.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,3,"(14.0, 21.0]"
12607,19926,0,41.0,72.0,0.0,0,0.0,0,"(49.0, 57.0]",106,1.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(49.0, 57.0]"
28906,5861927,0,29355.0,22.0,313.0,313,0.0,313,"(21.0, 28.0]",95,113.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,19,"(21.0, 28.0]"
5157,6141231,108622,290050.0,36.0,108.0,5,23.0,-18,"(57.0, 65.0]",116,173.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,3,"(57.0, 65.0]"
25559,29392,0,597.0,91.0,1.0,0,1.0,-1,"(35.0, 42.0]",166,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
26115,2736,491,277.0,54.0,0.0,0,0.0,0,"(14.0, 21.0]",253,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0,"(14.0, 21.0]"
36771,640987,0,84288.0,1.0,18.0,7,11.0,-4,"(28.0, 35.0]",57,171.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(28.0, 35.0]"
21866,209071,0,444.0,55.0,0.0,0,0.0,0,"(42.0, 49.0]",12,18.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(42.0, 49.0]"
3262,1055660,0,120305.0,18.0,198.0,26,172.0,-146,"(35.0, 42.0]",337,75.0,23,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,5,"(35.0, 42.0]"
25656,1155,0,17.0,22.0,10.0,5,5.0,0,"(28.0, 35.0]",43,3.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,1,"(28.0, 35.0]"
16820,478,0,1.0,16.0,0.0,0,0.0,0,"(14.0, 21.0]",179,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(14.0, 21.0]"
5346,5503253,0,22681.0,14.0,50.0,0,18.0,-18,"(49.0, 57.0]",160,325.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,3,"(49.0, 57.0]"
4539,104037,0,30.0,14.0,0.0,0,0.0,0,"(21.0, 28.0]",61,14.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,2,"(21.0, 28.0]"
12632,749554,0,68390.0,8.0,69.0,6,63.0,-57,"(42.0, 49.0]",54,22.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,4,"(42.0, 49.0]"
36201,668834,4,42523.0,9.0,174.0,17,157.0,-140,"(42.0, 49.0]",62,389.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,2,"(42.0, 49.0]"
11205,2661,0,367.0,32.0,12.0,5,7.0,-2,"(21.0, 28.0]",827,1.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(21.0, 28.0]"
38163,54305,0,4830.0,67.0,2.0,1,1.0,0,"(35.0, 42.0]",151,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(35.0, 42.0]"
26709,879585,11,49540.0,9.0,44.0,6,38.0,-32,"(35.0, 42.0]",107,80.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,1,"(35.0, 42.0]"
34340,236881,1172,36034.0,40.0,5.0,5,0.0,5,"(7.0, 14.0]",170,16.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,2,"(7.0, 14.0]"
11821,6074,20,225.0,6.0,5.0,0,5.0,-5,"(42.0, 49.0]",1005,2.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(42.0, 49.0]"
30531,326835,0,92354.0,18.0,5.0,5,0.0,5,"(-1.0, 7.0]",69,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,3,"(-1.0, 7.0]"
25097,232059,0,4993.0,24.0,5.0,5,0.0,5,"(-1.0, 7.0]",126,14.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,11,"(-1.0, 7.0]"
29077,50469,21748,2456.0,32.0,11.0,1,10.0,-9,"(35.0, 42.0]",165,3.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
31329,2078654,2715,84453.0,9.0,87.0,0,12.0,-12,"(65.0, 72.0]",94,151.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,1,"(65.0, 72.0]"
25631,1155,0,17.0,22.0,0.0,0,0.0,0,"(65.0, 72.0]",214,15.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(65.0, 72.0]"
36701,640987,0,84288.0,1.0,7.0,1,6.0,-5,"(28.0, 35.0]",156,38.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(28.0, 35.0]"
11660,92347,0,4867.0,24.0,5.0,0,5.0,-5,"(35.0, 42.0]",61,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(35.0, 42.0]"
16124,80765,0,8973.0,13.0,38.0,38,0.0,38,"(7.0, 14.0]",192,237.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,4,"(7.0, 14.0]"
3456,3002026,0,77240.0,9.0,51.0,3,20.0,-17,"(49.0, 57.0]",85,159.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(49.0, 57.0]"
17260,630968,0,123675.0,4.0,143.0,13,22.0,-9,"(57.0, 65.0]",87,290.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,3,"(57.0, 65.0]"
3108,5970921,53096,234501.0,9.0,5.0,1,4.0,-3,"(35.0, 42.0]",489,18.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,1,"(35.0, 42.0]"
33110,20131,13,27.0,24.0,0.0,0,0.0,0,"(35.0, 42.0]",58,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(35.0, 42.0]"
8116,165002,0,25302.0,36.0,28.0,0,3.0,-3,"(65.0, 72.0]",21,44.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(65.0, 72.0]"
